MC	<p>888a_1e0f</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Sweet tastants are detected mainly by direct passage of glucose through a membrane channel.	Incorrect	Each olfactory sensory neuron expresses many different olfactory receptor genes.	Incorrect	In olfaction, odorant binding decreases <strong>cAMP</strong> by directly inhibiting adenylyl cyclase.	Incorrect	Phosphodiesterase can terminate cyclic nucleotide signals by breaking down <strong><strong>cAMP</strong></strong> or <strong><strong>cGMP</strong></strong>.	Correct	Each odorant activates only one receptor, so smell has a one odor to one receptor code.	Incorrect
MC	<p>8323_f2fa</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Sour taste is caused by <strong>Na<sup>+</sup></strong> entering taste cells through ENaC channels.	Correct	Odorant binding can lead to <strong>G<sub>olf</sub></strong> activation and increased <strong>cAMP</strong> production.	Incorrect	Taste receptor cells can release neurotransmitter onto afferent neurons.	Incorrect	<strong>cAMP</strong> can open cyclic nucleotide gated (CNG) ion channels in olfactory neurons.	Incorrect	Odor identity is encoded by patterns of activity across many receptor types.	Incorrect
MC	<p>888a_70ed</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	In olfaction, <strong><strong>cAMP</strong></strong> can act as a second messenger that gates ion channels.	Correct	In olfaction, odorant binding decreases <strong>cAMP</strong> by directly inhibiting adenylyl cyclase.	Incorrect	Sour taste is caused by <strong>Na<sup>+</sup></strong> entering taste cells through ENaC channels.	Incorrect	A single olfactory sensory neuron expresses every odorant receptor type.	Incorrect	In mammals, olfactory receptors are ligand gated ion channels that open directly when an odorant binds.	Incorrect
MC	<p>8323_9e1d</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Bitter taste commonly uses <strong>GPCR</strong> type receptors and downstream signaling.	Incorrect	Sour tastants are associated with low pH and increased proton concentration.	Incorrect	In olfactory neurons, <strong><strong>cAMP</strong></strong> closes CNG channels to trigger depolarization.	Correct	Odorant binding can lead to <strong>G<sub>olf</sub></strong> activation and increased <strong>cAMP</strong> production.	Incorrect	A signaling cascade can amplify a small input into a larger cellular response.	Incorrect
MC	<p>888a_6b7d</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Sour taste is caused by <strong>Na<sup>+</sup></strong> entering taste cells through ENaC channels.	Incorrect	Each olfactory sensory neuron expresses many different olfactory receptor genes.	Incorrect	A signaling cascade can amplify a small input into a larger cellular response.	Correct	Phosphodiesterase makes <strong>cAMP</strong> from ATP and starts signaling.	Incorrect	Sweet taste is detected by a voltage gated sodium channel on taste cells.	Incorrect
MC	<p>888a_3c06</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	In olfactory neurons, <strong>cAMP</strong> closes CNG channels to trigger depolarization.	Incorrect	Sweet tastants are detected mainly by direct passage of glucose through a membrane channel.	Incorrect	Signal amplification means each signaling step reduces the number of activated molecules.	Incorrect	Phosphodiesterase can terminate cyclic nucleotide signals by breaking down <strong><strong>cAMP</strong></strong> or <strong><strong>cGMP</strong></strong>.	Correct	Bitter taste occurs only when taste cells take up large amounts of <strong>Ca<sup>2+</sup></strong> from food.	Incorrect
MC	<p>8323_a040</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Taste transduction ends with synaptic signaling to sensory neurons.	Incorrect	A single olfactory sensory neuron usually expresses one receptor type.	Incorrect	Sour taste is linked to high acidity and elevated <strong>H<sub>3</sub>O<sup>+</sup></strong> in foods.	Incorrect	A signaling cascade can amplify a small input into a larger cellular response.	Incorrect	Phosphodiesterase increases cyclic nucleotide levels by synthesizing <strong><strong>cAMP</strong></strong> and <strong><strong>cGMP</strong></strong>.	Correct
MC	<p>8323_484d</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Many odorants activate multiple receptors, producing a combinatorial code.	Incorrect	<strong>cAMP</strong> can open cyclic nucleotide gated (CNG) ion channels in olfactory neurons.	Incorrect	Sweet taste is often detected by <strong>GPCR</strong> type receptors on taste cells.	Incorrect	Sour tastants are detected because they increase pH inside taste receptor cells.	Correct	Signal amplification can occur when one activated receptor leads to many downstream second messengers.	Incorrect
MC	<p>888a_1136</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Sweet taste is detected by a voltage gated sodium channel on taste cells.	Incorrect	A single olfactory sensory neuron expresses every odorant receptor type.	Incorrect	In olfaction, ion channels open only after <strong>cAMP</strong> is converted into <strong>cGMP</strong>.	Incorrect	Phosphodiesterase makes <strong>cAMP</strong> from ATP and starts signaling.	Incorrect	Many bitter compounds are detected through <strong><strong>GPCR</strong></strong> signaling in taste receptor cells.	Correct
MC	<p>888a_3c90</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Sweet tastants are detected mainly by direct passage of glucose through a membrane channel.	Incorrect	Most odorants are detected by receptor tyrosine kinases in olfactory neurons.	Incorrect	Taste receptor cells do<strong> <strong>NOT</strong> </strong>communicate with neurons and act only as passive sensors.	Incorrect	Signal amplification means each signaling step reduces the number of activated molecules.	Incorrect	Odor identity is encoded by patterns of activity across many receptor types.	Correct
MC	<p>888a_feb1</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Bitter taste occurs only when taste cells take up large amounts of <strong>Ca<sup>2+</sup></strong> from food.	Incorrect	In olfaction, <strong><strong>cAMP</strong></strong> can act as a second messenger that gates ion channels.	Correct	Each odorant activates only one receptor, so smell has a one odor to one receptor code.	Incorrect	Salty taste is primarily detected by nuclear hormone receptors in taste cells.	Incorrect	Sweet tastants are detected mainly by direct passage of glucose through a membrane channel.	Incorrect
