MC	<p>6817_f795</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> concerning <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>?</p>	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> cannot be <strong><span style="color: #b74300;">exothermic</span></strong>.	Incorrect	The rate of a chemical reaction depends on temperature, pressure, and the presence of catalysts.	Correct	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only occur when <strong><span style="color: #007a00;">energy</span></strong> is released.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in an increase in the total <strong><span style="color: #007a00;">energy</span></strong> of the system.	Incorrect	For <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong> to happen, the chemical identity of both reactants and products remains the same.	Incorrect
MC	<p>b479_359c</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>?</p>	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> play a role in many important biological processes.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only occur when <strong><span style="color: #007a00;"><strong><span style="color: #007a00;">energy</span></strong></span></strong> is released.	Correct	The rate of a chemical reaction depends on temperature, pressure, and the presence of catalysts.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always involve a change in the chemical composition of <strong><span style="color: #a719db;">substances</span></strong>.	Incorrect	Salt (NaCl) dissolving in water, breaking the ionic bonds between Na<sup>+</sup> and Cl<sup>&ndash;</sup>, is a physical change.	Incorrect
MC	<p>6817_8394</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> concerning <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>?</p>	The rate of a chemical reaction depends on temperature, pressure, and the presence of catalysts.	Correct	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in a decrease in the total <strong><span style="color: #007a00;">energy</span></strong> of the system.	Incorrect	Ice melting into water is a <strong><span style="color: #c80085;">chemical&nbsp;reaction</span>.</strong>	Incorrect	Reactions that occur in living organisms are<strong> <strong>NOT</strong> </strong><strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only occur at a specific temperature.	Incorrect
MC	<p>b479_f160</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>?</p>	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only occur when <strong><span style="color: #007a00;"><strong><span style="color: #007a00;">energy</span></strong></span></strong> is added.	Correct	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always involve a change in the chemical composition of <strong><span style="color: #a719db;">substances</span></strong>.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> are always either <strong><span style="color: #b74300;">exothermic</span></strong> or <strong><span style="color: #076dad;">endothermic</span></strong>.	Incorrect	The rate of a chemical reaction depends on temperature, pressure, and the presence of catalysts.	Incorrect	Salt (NaCl) dissolving in water, breaking the ionic bonds between Na<sup>+</sup> and Cl<sup>&ndash;</sup>, is a physical change.	Incorrect
MC	<p>6817_5837</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> concerning <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>?</p>	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only occur at a specific temperature.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in an increase in entropy.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only occur in living organisms.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in an increase in the total <strong><span style="color: #007a00;">energy</span></strong> of the system.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always transform one or more <strong><span style="color: #a719db;"><strong><span style="color: #a719db;">substances</span></strong></span></strong> into one or more different <strong><span style="color: #a719db;"><strong><span style="color: #a719db;">substances</span></strong></span></strong>.	Correct
MC	<p>6817_724c</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> concerning <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>?</p>	For <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong> to occur, the chemical identity of the <strong><span style="color: #a719db;"><strong><span style="color: #a719db;">substances</span></strong></span></strong> must change.	Correct	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only occur when <strong><span style="color: #007a00;">energy</span></strong> is released.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only involve <strong><span style="color: #3b7600;">physical changes</span></strong>.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in a decrease in the number of atoms.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in an increase in the total <strong><span style="color: #007a00;">energy</span></strong> of the system.	Incorrect
MC	<p>6817_5d04</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> concerning <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>?</p>	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in a decrease in the number of atoms.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> play a role in many important biological processes.	Correct	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in an increase in entropy.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in a decrease in the total <strong><span style="color: #007a00;">energy</span></strong> of the system.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only occur in the presence of light.	Incorrect
MC	<p>b479_1de4</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>?</p>	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> cannot be <strong><span style="color: #b74300;"><strong><span style="color: #b74300;">exothermic</span></strong></span></strong>.	Correct	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> play a role in many important biological processes.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always transform one or more <strong><span style="color: #a719db;">substances</span></strong> into one or more different <strong><span style="color: #a719db;">substances</span></strong>.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always involve the forming and breaking of chemical bonds	Incorrect	The rate of a chemical reaction depends on temperature, pressure, and the presence of catalysts.	Incorrect
MC	<p>b479_133c</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>?</p>	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always transform one or more <strong><span style="color: #a719db;">substances</span></strong> into one or more different <strong><span style="color: #a719db;">substances</span></strong>.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> are involved in many important processes in biology.	Incorrect	For <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong> to occur, the chemical identity of the <strong><span style="color: #a719db;">substances</span></strong> must change.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in an increase in the number of atoms.	Correct	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always involve a change in the chemical composition of <strong><span style="color: #a719db;">substances</span></strong>.	Incorrect
MC	<p>6817_8af1</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> concerning <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>?</p>	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only involve <strong><span style="color: #3b7600;">physical changes</span></strong>.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> play a role in many important biological processes.	Correct	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in a decrease in the number of atoms.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> cannot be <strong><span style="color: #076dad;">endothermic</span></strong>.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only occur when <strong><span style="color: #007a00;">energy</span></strong> is released.	Incorrect
MC	<p>6817_4b00</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> concerning <strong><span style="color: #c80085;">chemical&nbsp;reactions</span></strong>?</p>	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in a decrease in the total <strong><span style="color: #007a00;">energy</span></strong> of the system.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> play a role in many important biological processes.	Correct	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> only occur at a specific temperature.	Incorrect	<strong><span style="color: #c80085;">Chemical&nbsp;reactions</span></strong> always result in an increase in entropy.	Incorrect	Sublimation of dry ice into carbon dioxide gas is a <strong><span style="color: #c80085;">chemical&nbsp;reaction</span>.</strong>	Incorrect
